,count,hate_speech,offensive_language,neither,class,tweet
23276,3,1,2,0,1,White bitches be lovin da colored men
10642,3,0,3,0,1,I got hoes I got fuckin hoes I got fuckin hoes !!!
3418,3,0,3,0,1,@HBMostDope @SODMG_P_COOK both of y'all pussy boa!
19919,3,0,0,3,2,RT @lachlan: So who wants to tell the Washington Post that Charlie Crist is a Democrat? http://t.co/LGzzYusEKZ http://t.co/2jCVv7qxqf
15966,3,0,3,0,1,RT @If_ItAint_B: Message to the homies...dont blow a good girl. Having hoes is childish...in the end they do nothing for you either.
23689,3,0,3,0,1,Yo. ... this bitch in Macy's tried to run out the store with a gaggle of clothes and got caught
23157,3,0,3,0,1,When a hoe tryna get at you while ya girl is looking http://t.co/Ihlzw7njke
13291,6,0,6,0,1,My bitch bad like Brittany but I wish I had Brittany
23430,3,0,3,0,1,With yo twatching ass bitch!!
12525,3,1,2,0,1,Keep it G I never fucked a squirter bitch &#128514;
11275,3,0,0,3,2,I traveled back in time to Middle-earth and crept up on my enemy. I slit the hobbit's throat and by reflex vomited into my trembling hand.
756,6,0,0,6,2,#NowPlaying : BT feat. Tori Amos - Blue Skies (radio edit) on #1069TheArrow - http://t.co/R5wuXA9jB6
5625,3,0,3,0,1,@adorianloveee man fuck this bitch http://t.co/oIXHg4jtv8
18835,3,0,3,0,1,RT @_ashwhole: &#8220;@TerryLee__: &#8220;@______0__o_____: RT &#8220;@iHitModelsRaw: *hits blunt* https://t.co/WiqgnDXgNM &#8221;&#8221; this hoe thought she was so dee&#8230;
4938,3,0,3,0,1,@SuckMyBenjamin &#128514;&#128514;dem hoes twatchin right nie dey need uh answer
5734,3,0,3,0,1,@baaaabyshaaaay_ Ununnnn what plans? Text me niggah!!
12492,3,0,3,0,1,K.Michelle talking bout can't raise no man well due bitch he already grown
13256,3,0,3,0,1,"""My """"sister"""" use to walk the blade EVERYNIGHT so the way I see it that bitch don't have NO PLACE to try &amp; tell me wtf I should &amp; shouldnt do"""
18659,3,0,3,0,1,"""RT @_BmoreMartyr: """"@WB_Pooh_3x: What the fuck was wrong with me? Thinking I can wife this hoe.&#128514;""""&#128080;&#128552;&#128516;"""
5763,3,0,2,1,1,"""@bestassbestface omg ur finally losing ur patience. """"Cause ur a hoe!"""" I love it. &#128514;&#128514; can't stop laughing."""
16451,3,0,3,0,1,RT @Kstar__: Ya beats trash nigga RT @ChiefKeef: #SosaOnTheBeat fuck who don't like!
19410,3,0,0,3,2,RT @fabulousanimals: A monkey with a mustache by Thomas Kienzle http://t.co/J5PA2BoU23
7585,6,1,0,5,2,@youngscooter ghetto gold needa be the first music vid!
10644,3,0,3,0,1,I got hoes. I got hoes. I got hoes. I got hoes.
19444,3,0,3,0,1,RT @fucktheseHOES__: Hate a bitch that run her mouth .
14096,3,0,1,2,2,Parents Television Council: 'Scandal' sex scene after Charlie Brown was not OK | http://t.co/y3GnT4l7vc
6242,4,1,3,0,1,@harley_schuder k bitch niggas
16667,3,0,3,0,1,RT @Lpietrantonio: Iggy got a fat ass but other than the bitch look like a flounder fish
7089,3,0,3,0,1,@ravingrave @TheKevShow504 @eeegggiiiaaaP that's Kevin with the hoes &#128514;&#128514;
22331,3,0,1,2,2,They got David taking out the trash &#128514;&#128514;&#128514;&#128514;
13078,3,0,3,0,1,Mannnnnn these hoes aint loyal
1796,3,0,3,0,1,&#8220;@fabbymichelle: @BrianLovesAss_ what class you in right now? I need my headphones for seventh period I'm serious bitch ass.&#8221;ms.Trophenboum
20451,3,0,3,0,1,RT @shikeattike: I hate a bitch that constantly call herself ugly. That shit is so annoying man
16735,3,0,3,0,1,RT @Males_Thoughts: No bitch ass chick flick will ever be as sad as this movie http://t.co/o0sk0SM40f
14369,3,0,3,0,1,RT @44BINKO: @BreadTruckkBri &#128514;&#128514;&#128514; knwin I heard dat hoe changed
16755,3,0,3,0,1,RT @Marlin_FishyAss: Damn hoes askin niggas do I smoke.... No bitch u not getting smoked out tonight
18239,6,0,6,0,1,RT @TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/4UVjjbeqDD
8954,3,0,3,0,1,Dey put us on lockdown cus dey searchin bitches cars fa dat dope
8603,3,0,3,0,1,Can't worry bout a bitch that ain't worried bout me
7332,3,1,2,0,1,@team_Darrion just like a Velcro headed moon cricket to say fucking jungle bunny
3522,3,0,3,0,1,@Huntermoore so does my juicy pussy
17830,6,0,6,0,1,"""RT @SteveStfler: """"Smoking weed is so unattractive"""""
4645,3,1,2,0,1,@Reed8608 My nigga know he a bitch
3993,6,0,6,0,1,@LadyVodkax we're talking about fucking you right in the pussy
18361,3,1,2,0,1,RT @VERSACEGAWDD: yall really expect a 40 yr old nigga to still rap about raping hoes and killing his mother? nah
4365,3,0,3,0,1,@Naezus even this piss colored @The_Paradox piece of shit bought a one. Smh I hate you now
8054,3,0,3,0,1,Ask tht bitch when she gon let a yung nigga blast tht ass
7268,3,0,3,0,1,@soundtracktoKy these hoe ass niggas ain't get nobody in free agency.
15504,3,0,3,0,1,RT @FREDOSANTANA300: I fucked yo bitch don't get mad it's nothing new I fuck everybody's bitch #TheseThotsAreForEveryone
3222,3,0,2,1,1,@EvelDick Y am I not surprised UGLY MIKE BOOGIE has to buy pussy??!!!!
5777,3,0,1,2,2,@billyeichner Since @TomCruise will be a hoser... hi.
16838,3,0,3,0,1,RT @MikeHeadlyy: I haven't had sex in forever ... A bitch could send me a &#128536; emoji and I'd catch my nut
16645,3,0,3,0,1,RT @LouieVRee: Eating pussy is dangerous bitches be trying to snap your fucking neck
6432,3,0,3,0,1,@jerseyzbest74 Aye hoe
12310,3,0,3,0,1,Its hotter than a fast bitch thighs rubbing together while she running a marathon
16695,3,2,1,0,0,RT @MANIAC3X: @Buckm00se I'd rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators. Adopting ni&#8230;
20952,3,0,3,0,1,Reathie scared thenna bitch
10618,3,0,3,0,1,I got 99 problems but a pussy ass bitch ain't one ;)
8331,3,3,0,0,0,Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.
24707,3,0,3,0,1,man I gotta hang out with snoop lion aka nemo hoes
11110,3,0,3,0,1,I really can't stand while people slander shit 90% trash
23280,3,0,2,1,1,White trash bash &#128540;&#127867; http://t.co/wXVVTEM0Fc
18066,3,0,3,0,1,RT @TheFitGawd: &#8220;I don&#8217;t know why these bitches laughing. You not even funny my nigga&#8221; http://t.co/0IdY5oSkrf
3066,3,0,2,1,1,@DebsFLPx I was lucky to be sensible and I've never had a fag or a drug. I'm pleased about that statistic. Yes I have a beer but that's all.
13245,3,0,0,3,2,Munching on ww crackers &amp; studying NYCs trans syst. Since NYC &amp; I haven't had a thing in over 15 yrs #clubinsomnia #vacay
20427,3,0,2,1,1,"""RT @scott1023: """"I said thin mints bitch"""". http://t.co/yRVQjxeyqO"""
19644,3,0,3,0,1,RT @iamTHATprettyMF: Yall bitches don't know how to be friends &#128514;&#128514; https://t.co/PiK5Sse3kA
5532,3,0,2,1,1,@__Dutch my birthday hath already passed with little to no fanfare. So. Enjoy your day and be blessed bitch.
18877,3,1,2,0,1,"""RT @_justcallmetajj: imma cool as bitch so if a bitch don't like me it's a personal problem"
11268,3,0,1,2,2,"""I told her too. I said """"bri don't get in tweef with anyone because you're trash at it"""" and then she goes and tweefs with like 6 freshman"""
16106,3,2,1,0,0,"""RT @JakeWaller97: Do you ever just see someone's account and think """"wow what a faggot"""" but at the same time you can't unfollow bc u can't m&#8230;"""
21316,3,0,3,0,1,Sit the fuck down bitch RT @410_Mal: STFU RT @Thotcho: Y&#8217;all act like it doesn&#8217;t get cold in Denver.
22883,3,1,2,0,1,VP Joe the Dildo still wants your guns. Hey Joe. FU. Oath breaking prick needs to be routed out. Hows it feel to be honkey whippin boy?
20267,3,0,0,3,2,RT @paulabruederle: Some birds aren't meant to be caged
8853,3,0,1,2,2,Damn Joe Buck just making it sound like Greinke was trash when he played for the Royals. Chill out Joe.
5680,3,0,3,0,1,@anepicname only reason I wouldn't give it up is I ahve a fucking CATALOG on this bitch. Arcade games were fire.
15214,3,0,3,0,1,RT @DFkinLopes: Even at a young age these hoes ain't loyal http://t.co/OMWaEd2PcJ
624,3,2,1,0,0,"""""""You ol trout mouth ass bitch"""""
18288,3,0,0,3,2,RT @TwitchyTeam: Richard Grenell: WaPo's Greg Sargent mocks voter ID and 'proves point' of proponents http://t.co/KG3NEWOYIy
22113,3,0,3,0,1,Them old bytches sorry as phuck in the sack... &#171;@Mr_JSmart24 The pussy get ripe in her 30's&#187;
24330,3,0,3,0,1,fuck deeeez bitches
1337,3,0,0,3,2,&#8220;@HumbleTeej: @elisabethepps where am I on this rating scale???&#8221; Depends. You still wearing them colored contacts or naw?
7722,3,0,3,0,1,After the leg workout I was put through today walking up the stairs is a straight up bitch! #ouch
11291,3,0,3,0,1,"""I wan do a mixtape... """"pussy an cinnamon rolls"""""""
24474,3,0,3,0,1,i got 3 in a 24 ounce bitch
16372,3,0,0,3,2,RT @Kiaranicole_x: @_JoAries @Kash_WingateLFC @chanchan_ox babes we buy brazilian and Peruvian not Bengali
15005,3,0,3,0,1,RT @ChavoDaGreat: &#8220;@TreVaughnLG: Frfr come party wimmie I'm leavin this shithole til summfest&#8221; I'm leavin dis hoe before that!
17314,3,1,2,0,1,RT @PoohSavage: @Thompson_Era fr mane on some 100 shit cuff her if she made you that happy in one night cause these hoes for everybody fr
16126,3,0,3,0,1,RT @JasperDolphin: Just wanna put food in bitches pussy and take cool pictures. Don't get why bitches don't like food in their pussies.
3893,3,0,3,0,1,@Kellinquinn please acknowledge my existence you amazing son of a bitch
16572,3,0,1,2,2,RT @LifeAsKing: New Orleans is still trash
23308,3,1,2,0,1,Who's ready for nigger spam?
20910,3,0,0,3,2,"""Rams too """"@GnarlsDarkley: Lakers as a whole is trash RT @80sbaby4life: Jordan Hill is trash. Play Davis and Randle more"""""""
1014,6,0,6,0,1,&#128514;&#128514;&#128514;&#128514; @shoota1017 bitch was mad af https://t.co/9C4i4W7Q7D
13059,3,1,2,0,1,Man that nigga Courage always bein a bitch. HIT DAT SHIT LIL NIGGA http://t.co/k3cb7YVVGY
22033,3,0,3,0,1,"""The intensity of my Bankhead bounce as I said """"we know these bitches cuz we be traveling""""..."""
20892,3,0,1,2,2,RT @zoejoiner: if you're gonna trash talk my piercings don't say it in front of my best friends &#128514;&#128514;&#128514;&#128514;
4957,3,0,3,0,1,@TB12FAN that's what I thought pussy
11545,3,0,3,0,1,I'm dressing up as an albino one day and scaring the shit out of amaris' mom
11764,3,1,0,2,2,Idiotic censorship drive by #France President fails to understand that he's empowering Jihadis by censoring the internet wholesale #fail
17876,3,0,0,3,2,RT @SunSentinel: The @SunSentinel Editorial Board endorses Charlie Crist for governor -- Better for Floridians http://t.co/t21z2YBZlQ http:&#8230;
15569,3,0,3,0,1,"""RT @Foamposites: Random hoe: So I heard.."
13114,3,0,3,0,1,Me &amp; Lew differ on philosophy I say smack that bitch bet she watch her mouf
24587,6,0,6,0,1,ion care if I'm in the wrong bitch don't blow ur horn&#128226; at me
18801,3,0,3,0,1,RT @___MICHIGANMADE: Only the basic bitches put on for Twitter ..
7436,3,0,1,2,2,@tytytooflyy ima fill ur clam out
11442,9,0,3,6,2,I'd rather follow some girls on Instagram rather than have their bird brain tweets on my tl
3695,3,0,3,0,1,@JaiBrooks1 ugly goldigging cunt u probably have an uncircumcised penis faggot
20049,3,0,3,0,1,"""RT @macktology101: """"I need a guy that can put me in my place"""" bitches that think they're zoo animals"""
22524,3,0,2,1,1,This hoe reathie be tripping &#128514;&#128514;&#128514;&#128514;
24016,3,2,1,0,0,Zimmerman we comin for yo life bitch. http://t.co/KHdZ1vdnSK
7205,6,0,6,0,1,@septemberTHA15 @CallMeRenee_ Wussup bitch
18308,3,0,3,0,1,RT @TylerSteak89: The big bitch in the back of a group of girls is known as the caboose #FAT
13596,3,1,2,0,1,Niccas get a few dollars and start playing these roles tryna shit on yo niccas instead of playing these hoes &#128530;&#128530;
11283,3,0,0,3,2,I uploaded a @YouTube video http://t.co/8rLE3JNr GOProud Makes Money Out of Twinkie Crisis in Free Market Spirit
11243,3,0,3,0,1,I think I'm a bitch tonight
7339,3,0,3,0,1,@ten_ah_kei superman dat hoe no watch me uuuuuuuuuu&#128514;
714,3,0,0,3,2,#Ebola is a great metaphor for how #GOP #teaparty policies eat off of vital organs until the host dies. #Tcot #teabaggers
5080,3,1,2,0,1,@TheLovely_CC whatever lol my tan line is retarded. Lol was that other tweet a subtweet
7216,3,0,3,0,1,@shaunroberts the ending was retarded
1083,3,0,3,0,1,&#128588;&#128588;&#128588; RT @MidCityAce: Y'all excited about that strip mall being built in Louisiana and Claiborne?? That bitch gone be in fiya!!!! &#128514;&#128514;
4802,3,2,1,0,0,@ScoutingForFifa @TheBurntChip @JoelBurtFifa @JPizzleFIFA EYE WITNESS: Joel is a faggot
12160,3,0,3,0,1,Is that a hawk? What the fuck kind of bird is that?
18191,3,0,3,0,1,RT @TittyFlex: Lol I don't need Halloween to dress like a ho. I know myself. Everyday is another opportunity.
9367,3,0,2,1,1,Fireball has turned from a cool liquor I used to be sponsored by...to a drink for pussy country dudes who hear it in a song.
19189,3,0,3,0,1,RT @cloudydino: Fuck with us and then we tweaking hoe
10636,3,1,2,0,1,"""I got bitches on my dick"
3316,3,1,2,0,1,@GYPMATIC45 i pissed alotta ppl off on fb i was flooding the newsfeed next target them hoe ass texans
19147,3,0,3,0,1,RT @cecetooshort_: wait.. why do niggas get to fw they exe's friend but when girls fw her exes friend she a hoe? lol
11487,3,0,3,0,1,I'm a big bitch and 4 is the GOAT RT @SoAlmondie: I'm too lazy for 4.
5044,3,0,3,0,1,@ThatSlutAdrian bitch ask a day off
1000,3,0,0,3,2,&#128514;&#128514; mike calls me t-bird @mikemastroccco
1790,3,0,3,0,1,&#8220;@drphilDONTEhue: You know idgaf about a woman's lingerie matching when I love hairy pussy so much &#128514;&#8221; &#128567;
18679,3,0,3,0,1,RT @_DJPHILIP: &#9995;&#128214;My mama told me if a bitch feet dirty her pussy dirty cause ya feet the first thing that hit the water when you bathe.
14888,3,0,3,0,1,RT @Bugatti_Bee: Bad bitch her attitude nasty ! Ooh ooh that's my song hoe ' loveoohyie #skyylevelmedia #holipalooza #atl http://t.co/ashAa&#8230;
4784,3,0,3,0,1,@SavageNiggg @ChillAssTweets_ no bitch
18895,6,0,6,0,1,RT @_prettygirl92: Life to short to be walkin round mad at bitches
23256,3,0,3,0,1,Where the fair and reasonable women at? Not these self righteous I deserve the world without working for it Cuz I got a pussy bitches.
13034,3,1,2,0,1,Man I do have hoes and they are all in the same location &#128589;
5975,4,0,4,0,1,@danusaur @GoldenArmada_ we don't love these hoes
18876,3,0,3,0,1,RT @_juicewayne: I swear it's the huge bitches that think they the baddest
3258,3,0,3,0,1,@FixUpMayte @TheRealYoungZel @DivaMonRoe2uHoE I'm destroying this bitch dawg
18079,3,0,3,0,1,RT @TheKyleHardy: Serving size is Latin for you&#8217;re a little bitch
16423,3,1,2,0,1,"""RT @King____J: One nigga from the past told me one thing I'd never forget """"one mans trash is another mans treasure"""""""
16968,3,0,0,3,2,"""RT @NFLonFOX: Palmer to Fitzgerald - TOUCHDOWN!"
8207,3,0,3,0,1,Beer ball isn't for pussies
12639,3,0,3,0,1,LeVar Burton called Shatner a bitch lol.
3752,3,0,3,0,1,@JerGucci ur avi prolly shoot dust out your phone cuz that shit so old u cat fishing the bitches on here lmao
18848,3,0,3,0,1,RT @_danieebro: all these bitches fake if you ask me
5060,3,0,3,0,1,@TheDailyShow well then with all further ado get da fock out ya lil bitch
1632,3,0,3,0,1,&#8220;@VINNYGUADAGNINO: I'm a boss ass bitch ..bitch..bitch..bitch..bitch..bitch..bitch..&#8221; @sarahninjaginga
23610,3,0,3,0,1,Yeah I have acne but I still pull hotter bitches than you (-:
7736,3,0,3,0,1,Ain't me ain't me these pussy ass niggas ain't me !
2534,3,0,3,0,1,@ArtaleGaspare bitch i got the flameeee
20387,3,1,2,0,1,"""RT @rustymk2: Not. A. Fucking. Charge. Even. As. A. Juvenile."
9029,6,0,6,0,1,Don't be no bitch &amp; not speak when I initiate a friendly hello.
11543,3,1,2,0,1,I'm done wit this cheer team all these bitches are Literally BRAIN DEAD.
3338,3,1,2,0,1,@Giannaamarieeee first off who you calling a hoe ? Don't make me go sharkeisha ok you boo boo
23636,3,0,1,2,2,Yellow jackets at gas station trash cans are THE worst
20035,6,0,6,0,1,RT @lyvvvm: I'm such a bitch lmao I really just say what's on my mind though can't help it
9540,3,0,3,0,1,Fuck them bitches&#128557;&#128557;&#128557;
1309,3,0,3,0,1,&#8220;@GlitteredInPink: You gotta fuck every race just to see which dick/pussy you like the best.&#8221; thot
20265,3,0,1,2,2,RT @paul_lander: Charlie Sheen is engaged to a porn star. I can't be the only one thinking she can do a lot better.
11568,3,0,3,0,1,I'm going thru it my bitch ain't even my bitch she let the whole team hit
10629,3,0,3,0,1,I got a surprise for you bitches
17702,3,0,3,0,1,RT @ShowMeATittie: This bitch on Maury a thug
16262,6,0,6,0,1,"""RT @JustDreaa: I don't splurge around no hoe no I don't shine in front of no bitch cus after she get off my dick I be like """"Find the front &#8230;"""
22415,3,0,3,0,1,"""This bitch brought me my food and said """"Surprise"""". Thirsty bitch."""
20525,3,0,0,3,2,"""RT @supercos7: @peddoc63 @Cavemaninc @CarmineZozzora @DB103173"
11739,3,0,3,0,1,I've told those bitches at the dentist about my gums receding for the past fuckin year and now they wanna warn me about it
11891,3,1,2,0,1,If u expect me to stop playin with niggas But u playin widd bitches I can't deal
4335,3,0,3,0,1,@Myalynn__x3 mhm bitch don't play with your life &#128299;
3104,3,1,2,0,1,@Digo13Nieto thanks little fag &#128536;
17888,3,0,0,3,2,RT @SwaggVerified_: @TyJust_DoIt @Satisfied_x @Doit_LikeTre @_roeee but cant nobody at yall pep rally out jigg me
22892,3,0,3,0,1,Versace belts and LV wallets just won't cut it. Need to really show his ass up.. Little bitch
3012,3,0,2,1,1,@D_Palomino52 you a poop. :( see I'm going all ghetto talk. Wtf!
25241,3,1,2,0,1,y'all remember that tall ass dyke named Jay??? Lmfaooo
14115,3,0,3,0,1,Pedro is a little bitch cause he never DM me.
3396,3,2,1,0,0,@GrizzboAdams @wyattnuckels haha ight nig calm yoself
83,3,1,2,0,1,"""""""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"""" yeah she's a hoe"""
5212,3,0,3,0,1,@TyTyTooFlyy I got a bitch named banana pussy bananas swear I gotta say it again pussy bananas my lil cool azz bitch she from da westside
5241,3,2,1,0,0,@Vexda go jerk off to lollis faggot.
4714,3,1,2,0,1,"""@Rotten_Soil @CaptFaggotpants"
17560,3,0,1,2,2,"""RT @SMACKHighAZ: """"Seton Catholic where their own students talk trash about how low of a division there football team is in."""""""
9993,9,2,7,0,1,He got a cousin named jason that rock da Gary Payton....now da same triflin' bitches an HIV patient
23130,3,0,3,0,1,Whats wrong w/ this marie hibben bitch..
1703,6,1,5,0,1,"""&#8220;@__nijel: This hoe Mimi said """"I hurt my hand"""" &#128529;&#8221;&#128514;&#128514;&#128514; bitch her throat &#128514;&#128514;"""
13978,3,0,3,0,1,One of my nigs hollered at cici... Ima keep it low key tho on which one it was lol
12168,3,0,3,0,1,Is there an additional charge for the pussy to listen to my personal problems?
24180,3,0,3,0,1,bout to beat this case like a pussy nigga &#128074;&#128074;&#128074;&#128074;&#128074;&#128074;&#128074;
2702,3,0,3,0,1,@BobbyBotsods @FuckTheMallcops @UncleUnco @MrMooncricket fuck off bitch.
1133,3,0,2,1,1,&#8220;@ArianaGrande: is this flappy bird shit a joke or........... http://t.co/L3xDYJypjI&#8221; on the real tho
1949,3,0,0,3,2,&#8220;@sportspickle: The fruit of the modern Yankees farm system. http://t.co/LfWC3LSRjO&#8221; Joba the Nut.
9280,3,0,3,0,1,Experience Charlie. Married woman who loves hot phone sex with strangers. Can you get me off? - 27 http://t.co/BjymDFo7pF
1869,3,0,2,1,1,&#8220;@koleworld4: this bitch tried the wrong one &#128514;&#128553; it'll all go down hill from now &#128536;&#8221;&#128064;
22187,3,1,2,0,1,These bitches finna fuck up my birthday week...
23766,3,1,2,0,1,You can't play me for a fool my niggah
23882,3,0,3,0,1,You poor soul RT @VICD713ENT: Cuz fat bitches the only thing that I like
5073,3,1,2,0,1,@TheJoelBerggren have you looked yourself? This is funny. This is like Obama saying he is good for the economy. Hipster faggot. Funny though
18111,6,0,5,1,1,"""RT @TheRealCoolie: How many hoes do I have ?"
2313,3,0,3,0,1,5thharmony user followed then unfollowed me what a prude ass hoe
9605,3,0,2,1,1,Funnie watching my nig interview on ESPN
5631,6,0,6,0,1,"""@airwolf1967 @NoInfidel33 @tedcruz @SarahPalinUSA @TWShannon in ALASKA!!"
8521,3,0,3,0,1,Call of duty out this bitch
19819,3,2,1,0,0,RT @julia_rodd: When kennies angry he talks like a ghetto black man and I really don't even think he notices HAHAHAHAHAHAHA I'm laughing @ &#8230;
24934,3,0,3,0,1,slap these hoes on the ass like we birthed em
16637,3,1,2,0,1,RT @LookinnnAss: - you a pussy I see yo whiskers!
6479,3,0,2,1,1,@jstewcoolcat fag lol
15122,3,0,3,0,1,RT @Coolie_GBE300: I'm about to go on http://t.co/9btG26MlgU &amp; be the devil &amp; catfish some hoes.
14232,3,0,0,3,2,"""Posted a new song: """"""""guala"""""""" http://t.co/jq3RB6gyQh #music"""
11605,3,1,2,0,1,I'm late as hell....Niggas really hating cuz these hoes want that lightskin dude in jail y'all crazy
4471,3,0,3,0,1,@On_Point_Prg @Fempop @WendyDavisTexas Did you take a picture of your pussy I hope you super sized it because it's huge grand canyon size
2634,3,1,2,0,1,@BengyBenFrank niggah follow me back &#128529;
9525,6,0,6,0,1,Fuck that bitch
17632,3,0,3,0,1,RT @SenseiQuan: Hoes ain't shit RT @Now_Thats_Fresh: How superficial bitches are http://t.co/KIN2P59NjE
7372,3,0,3,0,1,@thesportsjudge. Sometimes a good hoe fire needs some Rocephin too before it'll go out.....
6527,6,0,6,0,1,@karlina_marie your pussy not mine &#128514; do you &#128526;
21838,3,0,3,0,1,That bitch mouth made the honor roll
14154,4,0,0,4,2,Phil Hughes looking like the Phil Hughes of old. 2010. #Yankees #MLB
5174,3,0,3,0,1,@TooEffinCool lol I feel like a punk bitch sittin in here with all the lights on! &#128514;
14111,3,1,2,0,1,Peace faggots. http://t.co/0i54t117x9
23830,3,0,3,0,1,You know how hard it is to find a good woman? But yo hoe ass being ungrateful and cheating on your good woman cuz what? Faggot shit.
19171,6,0,6,0,1,"""RT @chillRoppy: &#8220;@bvdgxl: &#8220;@TRILL_A_G: When bitches say """"darkskin niggas fuck the best"""" this all I see......... http://t.co/2Z2jlzYJUM&#8221;"
801,3,0,3,0,1,#ThatFuckMeMoment when you leave your car windows down and it rains in your car and looks like hurricane katrina ran through that bitch
11041,3,0,3,0,1,I miss my fag friends
3994,3,0,3,0,1,@LadyVodkax yer dirty pussy
16822,6,0,6,0,1,RT @MickieeMoscoto: This really how bitches be to.. Lmfao.. &#128514; http://t.co/OclEXcSgsP
7664,3,0,3,0,1,A nicca ain't do shit all day
20108,3,0,3,0,1,RT @michelle_westt: Y'all have six different personalities and 3 different bitches you spit game to and lie 24/7 but WE need to grow up? Lm&#8230;
13484,3,0,3,0,1,My whole goal is to fuck someone bitch and cause turmoil in a happy relationship &#128523;
1510,3,0,3,0,1,&#8220;@RedHeadRay_: Is it wrong if I get on this bitch and started talking shit &#128514;?&#8221;yes!
46,3,0,3,0,1,""""""" quick piece of pussy call it a drive by """""""
18940,3,0,3,0,1,RT @alex05241: Hannah is retarded don't listen to her.
1252,3,0,3,0,1,&#8220;@DipEx_YRichN: Why that hoe crying In her mugshot&#8221;&#128514;&#128514;&#128514;&#128514; bruh
22131,3,0,3,0,1,Then i fuck yo bitch
8306,3,0,3,0,1,Bitches corny with that not saving numbers shit I hate them hoes
13053,3,0,0,3,2,Man in zebra print dress robs bank http://t.co/3xaPAYzbge
3671,6,0,5,1,1,@JUSTLOVE_NOHATE @Me_NOindirect whole hoe outchea.......
6809,3,2,1,0,0,@mah5H stfu white trash
14935,3,0,3,0,1,RT @CaloMitchell: Fuck a title bitch throw that ass back YE YE
12087,3,0,3,0,1,Imma limit my association with these grade f bitches next year on my life just gone be me and a few ppl don't got time for the BS frfr
13228,3,1,2,0,1,Most of you hoes copy and paste but there has to be someone they are copying from. And to you I give you my props
5571,6,0,6,0,1,@_lostb0y no bitch w my dick
11807,3,0,3,0,1,"""If I've never seen her do some """"hoe"""" shit with my own eyes then I refuse to let another nigga influence my thoughts on her. So what?"""
23312,3,0,0,3,2,Whoever made these brownies and cookies belongs in heaven
2477,3,0,0,3,2,@AmazinMixBeauti don't feel like reading right now I wanna give a sexy coolie girl some lyrics via text message ;-)
6290,3,0,3,0,1,@iAM_tRoyal5 like bitch and a gram
20639,3,0,3,0,1,RT @tinykissable: Only low self esteem niggas walk around braggin about bitches he fucked! They have something to prove to ppl
17661,3,0,1,2,2,RT @ShamarGotHoes: J Cole ain't trash... Period.
23532,3,0,1,2,2,Y'all suck on flappy bird
15894,3,1,2,0,1,RT @HornyFacts: Your opinion is irrelevant because you are a cunt.
8431,3,0,3,0,1,Bruh I'm ready to get this four wheeler that bitch is fast asf
20799,6,0,5,1,1,"""RT @xDSmooth: #shoutout to that niggah @1BookieG"
24252,3,1,2,0,1,dis Morgan hoe in da middle of erything....
13083,3,0,2,1,1,Marcus Colston so damn trash.
20129,3,0,2,1,1,RT @missloloko: I see y'all &#128514;&#128514;&#128514;&#128514;&#128514;&#128064;&#128064; which one of y'all side bitches made this &#128557;&#128557;&#128128;&#128128;&#128128; http://t.co/p4JodaM2fm
15254,3,0,3,0,1,"""RT @DaRealKha: """"I'm sorry but side bitches better than a wife in this era...check the stats B lol"""""""
21256,3,1,2,0,1,Shoulda put retard mikey on AHS freakshow
12659,3,0,3,0,1,Let a bitch be a bitch n a hoe be a hoe!
2198,3,0,3,0,1,*makes a wise argument about the accelerated Warholian notion of celebrity in the era of Vine* *passing teens mock my old wrinkled balls*
18891,3,1,2,0,1,RT @_politeASSHOLE: 1) A real nigga would NEVER be hurt and crying over pussy they didn't get for two years. What kinda gay shit is that?
14690,3,0,3,0,1,RT @BelowThaaBelt_: Snip snip hoe
524,3,0,0,3,2,"""""""Just follow the yellow brick twitter."""""""
6339,3,0,3,0,1,@im_jessicaaaaa ok hoe
9310,3,2,1,0,0,Fat ass hoe holding up the machine
2296,3,0,3,0,1,"""35-11."
11887,3,0,3,0,1,If u a bad bitch #EnjoyYaDay
15724,3,0,3,0,1,"""RT @Golfwangslut25: Tyga makes you think about fucking a bunch of bad bitches"
12692,3,0,0,3,2,Lets go #hoosiers #iubb &#127936; http://t.co/R6Te1dxP
37,3,0,3,0,1,""""""" jus meet son now he ya mane ass bitches """" #Shots"""
10774,3,0,3,0,1,"""I hate when bitches say """"bro"""" and """"bruh"""""""
17230,3,0,3,0,1,RT @PRAYINGFORHEAD: every time bobby bitch comes on https://t.co/VHR6vZ8ZR1
7570,3,0,3,0,1,@yoPapi_chulo @0beytheLAU @Huntermoore that bitch needs a tittielift
4922,3,0,3,0,1,@StevenLevandows tf? get me on that bitch stat
19156,6,0,6,0,1,"""RT @charlie_danger: Beautiful wall color &#128525; """"@_100d: I don't love these bitches and you shouldn't either &#128581; http://t.co/TfoTrkw25v"""""""
940,3,0,3,0,1,#tweetlikelexi Nah we not gonna sit down we gonna walk it out bitch.
702,6,1,5,0,1,#DearFeministMen there are easier way to get pussy w/out sacrificing your man hood...best of all they dont include losing ur self respect!
